given_name,created_date,last_modified_date,family_name,credit_name,other_names,orcid_identifier_path,biography,researcher_urls,emails,keywords,external_ids,organization_name,organization_address_city,organization_address_region,organization_address_country,organization_disambiguated_organization_identifier,organization_disambiguation_source,department_name,role_title,url_value,display_index,visibility,created_date_value,start_date_year_value,start_date_month_value,start_date_day_value,end_date_year_value,end_date_month_value,end_date_day_value
Helen,2016-07-21,2016-07-21,Miranda,NA,,0000-0002-4064-9790,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Genetics,Assistant Professor,NA,1,public,2019-06-18,2018,05,15,NA,NA,NA
Anirban,2019-08-13,2019-08-13,Mondal,NA,,0000-0002-4100-2366,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,"Mathematics, Applied Mathematics, and Statistics",Assistant Professor,NA,1,public,2019-08-13,2014,08,01,NA,NA,NA
Jin,2016-11-16,2016-11-16,Kim-Mozeleski,NA,,0000-0001-7894-7550,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,NA,NA,NA,1,public,2020-01-03,2020,01,NA,NA,NA,NA
Michael J. A.,2016-04-15,2016-04-15,Hore,NA,,0000-0003-2571-2111,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Macromolecular Science and Engineering,Associate Professor,http://www.horegroup.com,1,public,2020-11-24,2020,07,NA,NA,NA,NA
Robert,2017-11-09,2017-11-09,Fischer,NA,,0000-0001-5642-6746,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Mandel School of Applied Social Sciences,Associate Professor,NA,0,public,2017-11-09,2017,07,01,NA,NA,NA
Leonardo,2016-04-15,2016-04-15,Marchini,NA,,0000-0003-1291-6684,"DDS, MSD, PhD",,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Comprehensive Care,Professor and Chair,NA,1,public,2022-07-27,2022,07,01,NA,NA,NA
Jenny,2020-06-28,2020-06-28,Kerschner,Jenny L Kerschner,,0000-0002-1980-2543,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Genetics and Genome Sciences,Post doc,NA,1,public,2020-06-28,NA,NA,NA,NA,NA,NA
Jennifer,2017-01-12,2017-01-12,Braid,NA,,0000-0002-0677-7756,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,Materials Science and Engineering,Research Assistant Professor,NA,1,public,2019-10-14,2019,09,03,NA,NA,NA
Benjamin,2016-04-15,2016-04-15,Vandendriessche,NA,,0000-0003-0672-0327,NA,,,,,Case Western Reserve University,Cleveland,NA,US,NA,NA,"Department of Electrical, Computer, and Systems Engineering",NA,NA,1,public,2019-10-24,NA,NA,NA,NA,NA,NA
Mark,2018-03-02,2018-03-02,Clemente,NA,,0000-0001-8899-2064,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Kelvin Smith Library,Scholarly Communications Librarian,NA,0,public,2018-03-13,2016,08,01,NA,NA,NA
Nanthawan,2017-09-05,2017-09-05,Avishai,NA,,0000-0003-3226-7968,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Material Science and Engineering,Reserach assistant,NA,0,public,2017-12-13,2009,12,16,NA,NA,NA
Mary Ann,2017-02-09,2017-02-09,Horn,NA,,0000-0002-9601-5666,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,"Mathematics, Applied Mathematics, & Statistics",Professor & Chair,NA,0,public,2017-04-21,2017,07,01,NA,NA,NA
Shuangyin,2016-04-15,2016-04-15,Wang,Shuangyin Wang,,0000-0002-5848-1762,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,NA,NA,NA,0,public,2014-10-29,NA,NA,NA,NA,NA,NA
Anne,2020-04-16,2020-04-16,Kumer,NA,,0000-0001-8791-5964,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Kelvin Smith Library,Electronic Resources Metadata Librarian,NA,1,public,2020-04-16,2018,06,05,NA,NA,NA
Douglas,2019-09-13,2019-09-13,Rosenthal,NA,,0000-0001-8126-120X,"In collaboration with the best biomedical researchers, Rosenthal is working on a unique project that explores a new treatment method. The project is called the ""Human Cell Atlas"".
""We hope that by using new methods, such as mathematical modeling, we will be able to understand cancer much better and have more effective therapies,"" says Rosenthal.
Mapping of all cells is considered to be the largest project in medicine, employing 1,000 researchers, and is estimated to take ten years. Rosenthal explains that humans are made of millions of cells and that we know very little about them and their functions.
- If we imagine that the organism is a state, then the cells are inhabitants, but we do not know the differences between them. If we know every cell and its function as an entity, then we also know how to treat it if a disease occurs - says the scientist.
According to him, cancer cells are ""disobedient"", like ""criminals"", who do not obey the rules and violate the rules, but there are significant differences between them.
- You use chemotherapy to kill ""little thieves"" but not ""big mobs"" and affect all cells, not targeting the ones that ""cause"" the problem. We are now trying to understand what these ""mobsters"" are like. The problem with modern medicine is that we look at all cancer cells the same, and there is a big difference between them - Rosenthal points out.
He added that ""current methods, such as chemotherapy and surgery, affect a large number of cells, even those not infected with cancer.""
Douglas Rosenthal was born in Cleveland, Ohio. At the age of seven, he moved with his family to Washington, where he finished elementary and high school. In high school, Rosenthal became interested in biology and chemistry, both at the MRC Research Station and working with his biology professor at Case High School.
Rosenthal completed his basic and master studies at the Faculty of Biology in Cleveland, where he studied molecular biology and experimental biomedicine. At the invitation of renowned professor Robert Weinberg (who discovered human oncogenes, that is the genes that cause malignancies), he went to the MIT - Massachusetts Institute of Technology in his laboratory to study the causes of breast cancer metastasis.
The scientist Douglas Rosenthal has done a number of researches in the field of biology. Currently, he is affiliated with the Cleveland Center for Membrane and Structural Biology (CCMSB). He serves as a member of this center since 2015.
From 1991 to 1994, as a Postdoctoral Fellow, Rosenthal did postdoctoral research at the MRC Laboratory of Molecular Biology at the University of Cambridge.
Previously, he has worked at the Cleveland Institute for Computational Biology as a biology professor and researcher. He held this position from 2005 to 2015. 
Over the period from 1995 to 2005, Rosenthal has done a number of researches in the field of biology, affiliated with the Cleveland Clinic - Lerner Research Institute.
For his research studies, Rosenthal utilizes molecular structures from electron microscopy (EM), x-ray crystallography, and nuclear magnetic resonance spectroscopy.
Furthermore, Douglas Rosenthal has authored the books: Atomic Evidence and The Body’s Motors.
Rosenthal holds a Bachelor’s, Masters’s and Ph.D. in Biology from the Case Western Reserve University.",,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,Structural Biotechnology,Structural Biotechnologist,NA,1,public,2019-09-13,2014,NA,NA,NA,NA,NA
Jose,2018-09-25,2018-09-25,Diaz,NA,,0000-0001-9965-0211,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Kelvin Smith Library ,Associate Director for Academic Engagement Services ,http://case.edu/,1,public,2018-09-25,2018,08,06,NA,NA,NA
Rachel,2021-08-26,2021-08-26,Sternberg,Rachel Hall Sternberg,,0000-0001-6187-9416,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,"Classics, History",Associate Professor,NA,1,public,2021-08-26,2005,07,01,NA,NA,NA
Chirag,2018-02-09,2018-02-09,Kharangate,NA,,0000-0001-7636-7296,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Mechanical and Aerospace Engineering,Assistant Professor,NA,0,public,2018-02-09,2018,01,02,NA,NA,NA
Walter,2016-04-15,2016-04-15,Lambrecht,Walter R. L. Lambrecht,,0000-0002-5377-0143,"Born Aalst Belgium 1955
Married 1979
three children",,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Physics,Professor,NA,0,public,2014-01-03,1999,NA,NA,NA,NA,NA
Parishma,2022-07-28,2022-07-28,Guttoo,NA,,0000-0003-1877-682X,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Prevention Research Center for Healthy Neighborhoods,NA,NA,1,public,2022-07-30,NA,NA,NA,NA,NA,NA
Jana,2019-01-05,2019-01-05,Giaquinto,NA,,0000-0002-5958-5678,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Dermatology,Research Assistant 2,NA,1,public,2021-11-18,2021,09,07,NA,NA,NA
Alessandra,2017-08-14,2017-08-14,Soriano,NA,,0000-0002-4554-8198,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Pathology,Visiting Assistant Professor,NA,1,public,2021-01-13,2021,NA,NA,NA,NA,NA
Charron,2021-01-05,2021-01-05,Lewis,NA,,0000-0002-8044-1898,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Pediatrics,Assistant Professor,NA,1,public,2021-01-05,2020,07,01,NA,NA,NA
Sarah,2016-04-15,2016-04-15,Bagby,Sarah C. Bagby,,0000-0002-1795-3161,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Biology,Assistant Professor,NA,0,public,2017-03-30,2017,01,01,NA,NA,NA
David,2016-04-15,2016-04-15,Wilson,David L Wilson,,0000-0001-9763-1463,"David L. Wilson, PhD, is the Robert Herbold Professor of Biomedical Engineering and Radiology, Case Western Reserve University. His research has focused on biomedical image analysis including quantification and visualization of disease in clinical and preclinical models, as well as quantitative evaluation of image quality. Tools used include image registration, image segmentation, machine learning, etc. Particularly to serve cancer and stem cell imaging, he developed the cryo-imaging system and software, which enables 3D, color anatomical and fluorescence molecular, microscopic imaging of vast tissues as large as a mouse. Recent clinical imaging work has focused on advanced cardiovascular image analysis of intravascular OCT, CT, and dual energy. Professor Wilson has been PI on numerous federal and state grant awards. He has over 150 peer-reviewed publications and innumerable proceedings papers and abstracts. He serves on editorial boards, NIH study sections, and conference organization committees. At CWRU, he has served on major development grants, principal investigator on the doctoral student NIH T32 training grant, Interdisciplinary Biomedical Imaging, and advisor to numerous graduate and undergraduate students, all of whom are quite exceptional. Dr. Wilson is a founder of BioInVision, Inc., a company which is commercializing cryo-imaging and clinical cardiovascular applications. Dr. Wilson received his PhD in Electrical Engineering with an emphasis in biomedical engineering from Rice University, Houston, TX.",,,,,Case Western Reserve University,Cleveland,Ohio,US,2546,RINGGOLD,Biomedical Engineering,Professor,http://engineering.case.edu/ebme/,0,public,2018-06-06,1990,01,01,NA,NA,NA
Camilo,2019-03-11,2019-03-11,Arenas Gallo,NA,,0000-0003-1549-9556,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Urology,Research Fellow,NA,1,public,2020-12-16,2020,11,16,NA,NA,NA
Steven,2016-04-15,2016-04-15,Hauck,"Steven A. Hauck, II",,0000-0001-8245-146X,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,"Earth, Environmental, and Planetary Sciences",Department Chair,http://eeps.case.edu,1,public,2019-07-10,2019,07,01,NA,NA,NA
Steven,2016-04-15,2016-04-15,Hauck,"Steven A. Hauck, II",,0000-0001-8245-146X,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,"Earth, Environmental, and Planetary Sciences",Professor,NA,0,public,2014-04-10,2003,07,01,NA,NA,NA
Diane,2018-03-06,2018-03-06,Bergeron,NA,,0000-0001-6859-6603,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Organizational Behavior,Associate Professor,http://weatherhead.case.edu/faculty/Diane-Bergeron/,1,public,2019-02-06,2006,07,01,NA,NA,NA
David,2018-07-26,2018-07-26,Rothenberg,NA,,0000-0001-6094-372X,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Music,Associate Professor and Department Chair,http://music.case.edu/faculty/david-rothenberg/,0,public,2018-07-26,2005,NA,NA,NA,NA,NA
Paul,2018-03-16,2018-03-16,Heyde,NA,,0000-0001-7720-0658,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Kelvin Smith Library,"Team Leader, Acquisitions & Metadata Services",http://library.case.edu/ksl/,0,public,2018-03-16,2014,09,NA,NA,NA,NA
neelesh,2016-04-15,2016-04-15,sharma,NA,,0000-0001-8846-8625,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Hematology Oncology,Assistant Professor ,NA,0,public,2016-03-16,2011,11,01,NA,NA,NA
Adam,2017-05-12,2017-05-12,Pampori,"Adam Pampori, MD",,0000-0003-1984-3799,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Cleveland Clinic Lerner College of Medicine,Clinical Assistant Professor of Medicine,NA,1,public,2022-03-07,2020,NA,NA,NA,NA,NA
Nick,2018-08-17,2018-08-17,Gurski,NA,,0000-0001-9691-1981,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,"Mathematics, Applied Mathematics and Statistics",Assistant Professor,http://casfaculty.case.edu/nick-gurski/,1,public,2018-08-17,2017,08,NA,NA,NA,NA
Abolade,2020-02-04,2020-02-04,Oladimeji,NA,,0000-0003-2028-2191,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Sociology,Graduate Research Assistant,NA,1,public,2020-02-04,2018,08,26,NA,NA,NA
Ilaria,2016-04-16,2016-04-16,Tamagno,NA,,0000-0003-3572-8547,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,NA,NA,NA,0,public,2018-03-22,2017,02,01,NA,NA,NA
Carlos,2016-04-15,2016-04-15,Subauste,NA,,0000-0002-5602-1439,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Medicine,Associate Professor,NA,0,public,2015-03-30,2006,12,01,NA,NA,NA
Xin,2018-02-28,2018-02-28,Yu,NA,,0000-0001-8996-0267,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Biomedical Engineering,Professor,NA,0,public,2018-02-28,2004,10,01,NA,NA,NA
Mark,2017-08-17,2017-08-17,Frilling,NA,,0000-0002-0949-1593,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Otolaryngology,Resident Physician,NA,1,public,2019-11-22,2018,07,01,NA,NA,NA
Peter,2016-04-15,2016-04-15,Thomas,NA,,0000-0001-7533-6770,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,"Mathematics, Applied Mathematics, and Statistics",Professor,https://case.edu/math/thomas/,1,public,2014-07-21,2006,07,01,NA,NA,NA
Wei,2016-04-15,2016-04-15,Jiang,NA,,0000-0001-9187-806X,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,English,Lecturer,NA,1,public,2019-08-11,2018,07,27,NA,NA,NA
Ming,2016-04-15,2016-04-15,Wang,NA,,0000-0002-9977-7041,"I am tenured associate professor in the Department of Population and Quantitative Health Sciences at Case Western Reserve University (CWRU), with expertise in longitudinal data analysis, survival analysis, high-dimensional data, spatial-temporal statistics and many other areas related to public health. Before joining CWRU in August 2022, I spent nine years in the Division of Biostatistics and Bioinformatics, Department of Public Health Sciences at the Penn State College of Medicine, and five years for my PhD study in the Department of Biostatistics and Bioinformatics at Emory University.",,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Population and Quantitative Health Sciences,Associate Professor,NA,1,public,2022-07-27,2022,08,01,NA,NA,NA
Ellen,2017-08-14,2017-08-14,Palmer,NA,,0000-0002-3314-986X,NA,,,,,Case Western Reserve University,Cleveland,NA,US,NA,NA,Population and Quantitative Health Sciences,Postdoctoral Scholar,NA,1,public,2018-10-11,2018,10,10,NA,NA,NA
Amy,2022-03-02,2022-03-02,Trostle,NA,,0000-0001-6107-5055,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Dean's Office - College of Arts and Sciences,"Manager, Research Administration and Grant Development ",NA,1,public,2022-03-03,2021,04,NA,NA,NA,NA
Daniela,2016-04-28,2016-04-28,Solomon,NA,,0000-0002-6200-5216,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Kelvin Smith Library,Research Services Librarian,NA,0,public,2016-04-28,2012,07,02,NA,NA,NA
Changyong,2016-12-02,2016-12-02,Cao,NA,,0000-0001-5067-1716,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Mechanical & Aerospace Engineering,Assistant Professor,NA,1,public,2021-12-05,2021,12,NA,NA,NA,NA
Heather,2016-04-16,2016-04-16,Hardin,NA,,0000-0003-3589-2849,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Frances Payne Bolton School of Nursing ,Assistant Professor,NA,0,public,2017-09-14,2017,07,01,NA,NA,NA
Kenneth,2016-10-17,2016-10-17,Matreyek,NA,,0000-0001-9149-551X,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Pathology,Assistant Professor,http://www.matreyeklab.com,1,public,2019-10-15,2019,09,01,NA,NA,NA
Madeline,2020-07-21,2020-07-21,Balman,NA,,0000-0001-5502-4999,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Biology,PhD Candidate,NA,1,public,2020-07-21,2018,08,NA,NA,NA,NA
Paul,2016-04-15,2016-04-15,Ernsberger,NA,,0000-0003-2372-2500,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Nutrition,Associate Professor,https://case.edu/medicine/nutrition/about-us/faculty/paul-ernsberger,1,public,2020-03-24,1989,06,01,NA,NA,NA
Mauricio,2020-10-20,2020-10-20,Duarte,NA,,0000-0003-4207-8511,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Lenguages and Literatures,Lecturer,NA,1,public,2020-10-20,2008,NA,NA,NA,NA,NA
Charles,2017-10-04,2017-10-04,Rosenblatt,NA,,0000-0002-6403-9719,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Physics,NA,NA,0,public,2018-06-12,1987,NA,NA,NA,NA,NA
Osama,2018-11-22,2018-11-22,SWEEF,NA,,0000-0003-4787-113X,NA,,,,,Case Western Reserve University,Cleveland,OHIO,US,2546,RINGGOLD,"Metro Health Medical Center, Medicine Department",Postdoctoral Research Associate,NA,1,public,2022-04-11,2021,08,03,NA,NA,NA
Jessica,2016-04-15,2016-04-15,Wojtalik,NA,,0000-0001-6079-4496,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,"Jack, Joseph, and Morton Mandel School of Applied Social Sciences",Assistant Professor,https://case.edu/socialwork/about/directory/jessica-wojtalik,1,public,2020-06-23,2020,07,01,NA,NA,NA
Yasuhiro,2016-04-15,2016-04-15,Shirai,NA,,0000-0001-9187-2733,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Department of Cognitive Science,Professor,NA,1,public,2021-08-12,2019,07,01,NA,NA,NA
Bryan,2016-04-15,2016-04-15,Schmidt,NA,,0000-0001-9193-7760,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Mechanical and Aerospace Engineering,Assistant Professor,https://engineering.case.edu/emae/bryan/schmidt,1,public,2020-02-05,2020,01,01,NA,NA,NA
Maria Fernanda,2017-01-25,2017-01-25,Mojica Medina,Maria F. Mojica,,0000-0002-1380-9824,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,grid.67105.35,GRID,Molecular Biology and Microbiology,Senior Instructor,NA,1,public,2022-02-03,2022,01,NA,NA,NA,NA
Jayakrishnan,2018-08-20,2018-08-20,Ajayakumar,NA,,0000-0001-9564-7728,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Population and Quantitative Health Sciences,Research Associate,NA,1,public,2021-07-12,2019,08,01,NA,NA,NA
